tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
2,System.Windows.Input,KeyboardNavigationMode,KeyboardNavigationMode.Once,default-value,Once = 2 (implicit ordinal; declared 3rd),Once = 1,"Reorder Jalium members to Continue, Once, Cycle, None, Contained, Local (or assign explicit = values) so Once == 1 as in WPF."
2,System.Windows.Input,KeyboardNavigationMode,KeyboardNavigationMode.Cycle,default-value,Cycle = 1 (implicit ordinal; declared 2nd),Cycle = 2,Reorder/assign explicit values so Cycle == 2 as in WPF.
2,System.Windows.Input,KeyboardNavigationMode,KeyboardNavigationMode.None,default-value,None = 5 (implicit ordinal; declared 6th/last),None = 3,Reorder/assign explicit values so None == 3 as in WPF.
2,System.Windows.Input,KeyboardNavigationMode,KeyboardNavigationMode.Contained,default-value,Contained = 3 (implicit ordinal; declared 4th),Contained = 4,Reorder/assign explicit values so Contained == 4 as in WPF.
2,System.Windows.Input,KeyboardNavigationMode,KeyboardNavigationMode.Local,default-value,Local = 4 (implicit ordinal; declared 5th),Local = 5,Reorder/assign explicit values so Local == 5 as in WPF.
2,System.Windows.Input,ManipulationBoundaryFeedbackEventArgs,ManipulationContainer,return-type,public UIElement? ManipulationContainer { get; init; },public System.Windows.IInputElement ManipulationContainer { get; },Type as IInputElement.
2,System.Windows.Input,ManipulationBoundaryFeedbackEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal.
2,System.Windows.Input,ManipulationCompletedEventArgs,ManipulationContainer,return-type,public UIElement? ManipulationContainer { get; init; },public System.Windows.IInputElement ManipulationContainer { get; },Type as IInputElement.
2,System.Windows.Input,ManipulationCompletedEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal.
2,System.Windows.Input,ManipulationDeltaEventArgs,ManipulationContainer,return-type,public UIElement? ManipulationContainer { get; init; },public System.Windows.IInputElement ManipulationContainer { get; },Type as IInputElement.
2,System.Windows.Input,ManipulationDeltaEventArgs,Cancel,return-type,public void Cancel(),public bool Cancel(),Return bool.
2,System.Windows.Input,ManipulationDeltaEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal.
2,System.Windows.Input,ManipulationInertiaStartingEventArgs,ManipulationContainer,return-type,public UIElement? ManipulationContainer { get; init; },public System.Windows.IInputElement ManipulationContainer { get; },Type as IInputElement.
2,System.Windows.Input,ManipulationInertiaStartingEventArgs,ManipulationOrigin,accessibility,public Point ManipulationOrigin { get; init; },public System.Windows.Point ManipulationOrigin { get; set; },WPF is get;set; (settable post-construction); Jalium init-only prevents handlers re-targeting the inertia origin.
2,System.Windows.Input,ManipulationInertiaStartingEventArgs,Cancel,return-type,public void Cancel(),public bool Cancel(),Return bool.
2,System.Windows.Input,ManipulationInertiaStartingEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal.
2,System.Windows.Input,ManipulationStartedEventArgs,ManipulationContainer,return-type,public UIElement? ManipulationContainer { get; init; },public System.Windows.IInputElement ManipulationContainer { get; },Type as IInputElement.
2,System.Windows.Input,ManipulationStartedEventArgs,Cancel,kind-mismatch,public bool Cancel { get; set; },public bool Cancel(),WPF exposes Cancel() as a bool-returning method; Jalium models it as a bool auto-property. Convert to a method.
2,System.Windows.Input,ManipulationStartedEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal.
2,System.Windows.Input,ManipulationStartingEventArgs,ManipulationContainer,return-type,public UIElement? ManipulationContainer { get; set; },public System.Windows.IInputElement ManipulationContainer { get; set; },Type as IInputElement.
2,System.Windows.Input,ManipulationStartingEventArgs,Cancel,kind-mismatch,public bool Cancel { get; set; },public bool Cancel(),WPF exposes Cancel() as a bool-returning method; Jalium models it as a bool auto-property. Convert to a method.
2,System.Windows.Input,ManipulationStartingEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF protected; Jalium internal.
2,System.Windows.Input,Mouse,Capture,param-type,public static bool Capture(UIElement? element),public static bool Capture(System.Windows.IInputElement element),"Take IInputElement (nullable) to match WPF; also add the (IInputElement, CaptureMode) overload."
2,System.Windows.Input,MouseAction,MouseAction (underlying type),kind-mismatch,public enum MouseAction (underlying int),public enum MouseAction : byte,Declare the underlying type as byte: 'public enum MouseAction : byte' to match WPF's public contract.
2,System.Windows.Input,MouseButtonEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(Delegate genericHandler, object genericTarget)",Widen to protected (root cause: Jalium RoutedEventArgs.InvokeEventHandler is internal virtual vs WPF protected virtual).
2,System.Windows.Input,MouseDevice,ActiveSource,return-type,public abstract object? ActiveSource { get; }  (inherited from InputDevice),public override PresentationSource ActiveSource { get; },Introduce a PresentationSource type (absent in Jalium) and narrow the return type.
2,System.Windows.Input,MouseDevice,Target,return-type,public abstract UIElement? Target { get; }  (inherited from InputDevice),public override IInputElement Target { get; },Return IInputElement to match WPF.
2,System.Windows.Input,MouseDevice,Captured,return-type,public UIElement? Captured { get; internal set; },public IInputElement Captured { get; },Type IInputElement (exists in Jalium).
2,System.Windows.Input,MouseDevice,DirectlyOver,return-type,public UIElement? DirectlyOver { get; internal set; },public IInputElement DirectlyOver { get; },Type IInputElement.
2,System.Windows.Input,MouseDevice,Capture,param-type,public bool Capture(UIElement? element),public bool Capture(IInputElement element),Accept IInputElement.
2,System.Windows.Input,MouseDevice,GetPosition,param-type,public Point GetPosition(UIElement? relativeTo),public Point GetPosition(IInputElement relativeTo),Accept IInputElement.
2,System.Windows.Input,MouseEventArgs,GetPosition,param-type,public Point GetPosition(UIElement? relativeTo),public Point GetPosition(IInputElement relativeTo),Accept IInputElement to match WPF.
2,System.Windows.Input,MouseEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(Delegate genericHandler, object genericTarget)",Widen to protected (root cause: Jalium RoutedEventArgs.InvokeEventHandler is internal virtual vs WPF protected virtual).
2,System.Windows.Input,MouseGesture,".ctor(MouseAction, ModifierKeys)",param-type,"public MouseGesture(MouseAction mouseAction, int modifiers)","public MouseGesture(MouseAction mouseAction, ModifierKeys modifiers)",Use the ModifierKeys enum (exists in Jalium) instead of int.
2,System.Windows.Input,MouseGesture,Modifiers,return-type,public int Modifiers { get; set; },public ModifierKeys Modifiers { get; set; },Change property type to ModifierKeys.
2,System.Windows.Input,MouseWheelEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(Delegate genericHandler, object genericTarget)",Widen to protected (root cause: Jalium RoutedEventArgs.InvokeEventHandler is internal virtual vs WPF protected virtual).
2,System.Windows.Input,QueryCursorEventArgs,(base class),kind-mismatch,public sealed class QueryCursorEventArgs : InputEventArgs,public class QueryCursorEventArgs : MouseEventArgs,"Rebase on MouseEventArgs (Jalium currently derives directly from InputEventArgs, so it loses all mouse-state members and GetPosition); WPF type is also non-sealed."
2,System.Windows.Input,QueryCursorEventArgs,InvokeEventHandler,accessibility,(not overridden; inherits internal RoutedEventArgs.InvokeEventHandler),"protected override void InvokeEventHandler(Delegate genericHandler, object genericTarget)",Add a protected override dispatching to QueryCursorEventHandler; currently QueryCursor events would not invoke QueryCursorEventHandler.
2,System.Windows.Input,StylusButtonEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(Delegate genericHandler, object genericTarget)",Widen to protected (root cause: Jalium RoutedEventArgs.InvokeEventHandler is internal virtual vs WPF protected virtual).
2,System.Windows.Input,StylusDevice,StylusDevice,kind-mismatch,public abstract class StylusDevice,public sealed partial class StylusDevice (internal ctor),"WPF is a sealed concrete device; Jalium models it abstract with a PointerStylusDevice subclass. Behaviorally similar, but not a sealed type."
2,System.Windows.Input,StylusDevice,Capture,param-type,public bool Capture(UIElement? element),public bool Capture(System.Windows.IInputElement element),Change parameter to IInputElement to match WPF.
2,System.Windows.Input,StylusDevice,GetPosition,param-type,public virtual Point GetPosition(UIElement? relativeTo),public System.Windows.Point GetPosition(System.Windows.IInputElement relativeTo),Change parameter to IInputElement; WPF member is non-virtual.
2,System.Windows.Input,StylusDevice,GetStylusPoints,param-type,public virtual StylusPointCollection GetStylusPoints(UIElement? relativeTo),public System.Windows.Input.StylusPointCollection GetStylusPoints(System.Windows.IInputElement relativeTo),Change parameter to IInputElement.
2,System.Windows.Input,StylusDownEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)","WPF exposes this override as protected; Jalium makes it internal (root cause: Jalium RoutedEventArgs.InvokeEventHandler is internal virtual, not protected virtual)."
2,System.Windows.Input,StylusEventArgs,GetStylusPoints,param-type,public StylusPointCollection GetStylusPoints(UIElement? relativeTo),public System.Windows.Input.StylusPointCollection GetStylusPoints(System.Windows.IInputElement relativeTo),Change parameter to IInputElement.
2,System.Windows.Input,StylusEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF is protected; Jalium is internal.
2,System.Windows.Input,StylusPoint,op_Explicit (Point),kind-mismatch,public static implicit operator Point(StylusPoint sp),public static explicit operator System.Windows.Point(System.Windows.Input.StylusPoint stylusPoint),WPF declares an explicit conversion; Jalium declares it implicit. Change to explicit to match (implicit is a superset but diverges from the contract).
2,System.Windows.Input,StylusPointCollection,StylusPointCollection,kind-mismatch,"public sealed class StylusPointCollection : IList<StylusPoint>, IList, INotifyCollectionChanged",public partial class StylusPointCollection : System.Collections.ObjectModel.Collection<System.Windows.Input.StylusPoint>,WPF derives Collection<StylusPoint> (exposing protected sealed overrides ClearItems/InsertItem/RemoveItem/SetItem); Jalium implements IList manually and is sealed. Re-basing on Collection<StylusPoint> would restore the protected override surface.
2,System.Windows.Input,StylusPointDescription,AreCompatible,kind-mismatch,"public static bool AreCompatible(StylusPointDescription a, StylusPointDescription b) => true;","public static bool AreCompatible(StylusPointDescription, StylusPointDescription) { real comparison }",Signature matches but Jalium is a stub that always returns true; implement real property-set comparison.
2,System.Windows.Input,StylusSystemGestureEventArgs,InvokeEventHandler,accessibility,"internal override void InvokeEventHandler(Delegate handler, object target)","protected override void InvokeEventHandler(System.Delegate genericHandler, object genericTarget)",WPF is protected; Jalium is internal.
2,System.Windows.Input,TabletDevice,TabletDevice,kind-mismatch,public abstract class TabletDevice : InputDevice,public sealed partial class TabletDevice (internal ctor),WPF is sealed/concrete; Jalium is abstract.
2,System.Windows.Input,TabletDevice,SupportedStylusPointProperties,return-type,public abstract StylusPointDescription SupportedStylusPointProperties { get; },public System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Input.StylusPointProperty> SupportedStylusPointProperties { get; },WPF returns ReadOnlyCollection<StylusPointProperty>; Jalium returns StylusPointDescription. Change return type to ReadOnlyCollection<StylusPointProperty>.
2,System.Windows.Input,TabletDevice,StylusDevices,return-type,public abstract ReadOnlyCollection<StylusDevice> StylusDevices { get; },public System.Windows.Input.StylusDeviceCollection StylusDevices { get; },WPF returns the named StylusDeviceCollection type (currently missing in Jalium); Jalium returns ReadOnlyCollection<StylusDevice>.
